,DateTime,Acorn_grouped,stdorToU,N,nrg_cons
334,2013-12-03 08:00:00,Comfortable,Std,1111,0.530377078835
335,2013-12-03 08:00:00,Comfortable,ToU,298,0.440347441502
336,2013-12-03 09:00:00,Adversity,Std,1405,0.408782022429
337,2013-12-03 09:00:00,Adversity,ToU,279,0.407318054305
338,2013-12-03 09:00:00,Affluent,Std,1526,0.648610595075
339,2013-12-03 09:00:00,Affluent,ToU,457,0.642078406781
340,2013-12-03 09:00:00,Comfortable,Std,1111,0.497655915946
341,2013-12-03 09:00:00,Comfortable,ToU,298,0.454719036836
342,2013-12-03 10:00:00,Adversity,Std,1405,0.387302264388
343,2013-12-03 10:00:00,Adversity,ToU,279,0.335540479088
344,2013-12-03 10:00:00,Affluent,Std,1526,0.616724805308
345,2013-12-03 10:00:00,Affluent,ToU,457,0.577837517287
346,2013-12-03 10:00:00,Comfortable,Std,1111,0.458036091256
347,2013-12-03 10:00:00,Comfortable,ToU,298,0.371168950142
348,2013-12-03 11:00:00,Adversity,Std,1405,0.363809355896
349,2013-12-03 11:00:00,Adversity,ToU,279,0.355646205613
350,2013-12-03 11:00:00,Affluent,Std,1525,0.596878646328
351,2013-12-03 11:00:00,Affluent,ToU,457,0.539868423791
352,2013-12-03 11:00:00,Comfortable,Std,1110,0.442932600081
353,2013-12-03 11:00:00,Comfortable,ToU,298,0.355164941193
354,2013-12-03 12:00:00,Adversity,Std,1405,0.347346565592
355,2013-12-03 12:00:00,Adversity,ToU,279,0.352859024028
356,2013-12-03 12:00:00,Affluent,Std,1524,0.616696534041
357,2013-12-03 12:00:00,Affluent,ToU,457,0.546337346492
358,2013-12-03 12:00:00,Comfortable,Std,1111,0.44848024349
359,2013-12-03 12:00:00,Comfortable,ToU,298,0.405610055778
360,2013-12-03 13:00:00,Adversity,Std,1405,0.362489536696
361,2013-12-03 13:00:00,Adversity,ToU,279,0.386355967624
362,2013-12-03 13:00:00,Affluent,Std,1524,0.613371996412
363,2013-12-03 13:00:00,Affluent,ToU,457,0.53785188753
364,2013-12-03 13:00:00,Comfortable,Std,1111,0.442066789649
365,2013-12-03 13:00:00,Comfortable,ToU,298,0.385010740701
366,2013-12-03 14:00:00,Adversity,Std,1405,0.370023693482
367,2013-12-03 14:00:00,Adversity,ToU,279,0.382598681059
368,2013-12-03 14:00:00,Affluent,Std,1524,0.652581646876
369,2013-12-03 14:00:00,Affluent,ToU,457,0.608685415237
370,2013-12-03 14:00:00,Comfortable,Std,1111,0.442744917475
371,2013-12-03 14:00:00,Comfortable,ToU,298,0.414357172605
372,2013-12-03 15:00:00,Adversity,Std,1405,0.383385732576
373,2013-12-03 15:00:00,Adversity,ToU,279,0.352098450338
374,2013-12-03 15:00:00,Affluent,Std,1523,0.654008824538
375,2013-12-03 15:00:00,Affluent,ToU,457,0.59988895352
376,2013-12-03 15:00:00,Comfortable,Std,1111,0.458705668105
377,2013-12-03 15:00:00,Comfortable,ToU,298,0.408781289913
378,2013-12-03 16:00:00,Adversity,Std,1405,0.42938838944
379,2013-12-03 16:00:00,Adversity,ToU,279,0.42718436037
380,2013-12-03 16:00:00,Affluent,Std,1526,0.728144021741
381,2013-12-03 16:00:00,Affluent,ToU,457,0.659127541978
382,2013-12-03 16:00:00,Comfortable,Std,1111,0.526050815736
383,2013-12-03 16:00:00,Comfortable,ToU,298,0.465054095886
384,2013-12-03 17:00:00,Adversity,Std,1405,0.525844838282
385,2013-12-03 17:00:00,Adversity,ToU,279,0.486902391975
386,2013-12-03 17:00:00,Affluent,Std,1526,0.880746428611
387,2013-12-03 17:00:00,Affluent,ToU,457,0.784617064006
388,2013-12-03 17:00:00,Comfortable,Std,1111,0.667426004676
389,2013-12-03 17:00:00,Comfortable,ToU,298,0.636337127603
390,2013-12-03 18:00:00,Adversity,Std,1405,0.60786835704
391,2013-12-03 18:00:00,Adversity,ToU,279,0.60125927862
392,2013-12-03 18:00:00,Affluent,Std,1526,1.03368775879
393,2013-12-03 18:00:00,Affluent,ToU,457,0.945156598579
394,2013-12-03 18:00:00,Comfortable,Std,1111,0.762097916203
395,2013-12-03 18:00:00,Comfortable,ToU,298,0.690702588801
396,2013-12-03 19:00:00,Adversity,Std,1405,0.620264385723
397,2013-12-03 19:00:00,Adversity,ToU,279,0.628933356302
398,2013-12-03 19:00:00,Affluent,Std,1526,1.06394463967
399,2013-12-03 19:00:00,Affluent,ToU,457,1.02259083743
400,2013-12-03 19:00:00,Comfortable,Std,1111,0.792634046119
401,2013-12-03 19:00:00,Comfortable,ToU,298,0.694846017728
402,2013-12-03 20:00:00,Adversity,Std,1405,0.600634720945
403,2013-12-03 20:00:00,Adversity,ToU,279,0.58585363615
404,2013-12-03 20:00:00,Affluent,Std,1526,1.06714443344
405,2013-12-03 20:00:00,Affluent,ToU,457,1.02875140098
406,2013-12-03 20:00:00,Comfortable,Std,1111,0.758905747244
407,2013-12-03 20:00:00,Comfortable,ToU,298,0.656038344665
408,2013-12-03 21:00:00,Adversity,Std,1404,0.583966097326
409,2013-12-03 21:00:00,Adversity,ToU,279,0.537058077865
410,2013-12-03 21:00:00,Affluent,Std,1526,1.02462709859
411,2013-12-03 21:00:00,Affluent,ToU,457,1.04733581032
412,2013-12-03 21:00:00,Comfortable,Std,1111,0.729936141103
413,2013-12-03 21:00:00,Comfortable,ToU,298,0.604645785503
414,2013-12-03 22:00:00,Adversity,Std,1404,0.536205747746
