GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)
1400000US36081026300,36081026300,"Census Tract 263, Queens County, New York",51813,8263
1400000US36081026400,36081026400,"Census Tract 264, Queens County, New York",48083,9772
1400000US36081026500,36081026500,"Census Tract 265, Queens County, New York",50049,4348
1400000US36081026600,36081026600,"Census Tract 266, Queens County, New York",26648,10988
1400000US36081026700,36081026700,"Census Tract 267, Queens County, New York",50139,6391
1400000US36081026901,36081026901,"Census Tract 269.01, Queens County, New York",44524,9075
1400000US36081026902,36081026902,"Census Tract 269.02, Queens County, New York",43707,14310
1400000US36081027000,36081027000,"Census Tract 270, Queens County, New York",34400,8312
1400000US36081027100,36081027100,"Census Tract 271, Queens County, New York",56176,15245
1400000US36081027200,36081027200,"Census Tract 272, Queens County, New York",67875,24400
1400000US36081027300,36081027300,"Census Tract 273, Queens County, New York",39167,10790
1400000US36081027400,36081027400,"Census Tract 274, Queens County, New York",54727,5244
1400000US36081027500,36081027500,"Census Tract 275, Queens County, New York",45230,10979
1400000US36081027600,36081027600,"Census Tract 276, Queens County, New York",39882,27286
1400000US36081027700,36081027700,"Census Tract 277, Queens County, New York",39129,3802
1400000US36081027800,36081027800,"Census Tract 278, Queens County, New York",37989,9114
1400000US36081027900,36081027900,"Census Tract 279, Queens County, New York",40913,10004
1400000US36081028000,36081028000,"Census Tract 280, Queens County, New York",67025,22571
1400000US36081028100,36081028100,"Census Tract 281, Queens County, New York",48602,6408
1400000US36081028200,36081028200,"Census Tract 282, Queens County, New York",72202,16955
1400000US36081028300,36081028300,"Census Tract 283, Queens County, New York",55472,4892
1400000US36081028400,36081028400,"Census Tract 284, Queens County, New York",59561,12847
1400000US36081028500,36081028500,"Census Tract 285, Queens County, New York",57137,11015
1400000US36081028700,36081028700,"Census Tract 287, Queens County, New York",44414,5049
1400000US36081028800,36081028800,"Census Tract 288, Queens County, New York",65167,10226
1400000US36081028900,36081028900,"Census Tract 289, Queens County, New York",60439,14676
1400000US36081029100,36081029100,"Census Tract 291, Queens County, New York",35462,6651
1400000US36081029300,36081029300,"Census Tract 293, Queens County, New York",59727,5103
1400000US36081029400,36081029400,"Census Tract 294, Queens County, New York",65680,15113
1400000US36081029500,36081029500,"Census Tract 295, Queens County, New York",69274,11284
1400000US36081029700,36081029700,"Census Tract 297, Queens County, New York",62130,11465
1400000US36081029900,36081029900,"Census Tract 299, Queens County, New York",-,**
1400000US36081030600,36081030600,"Census Tract 306, Queens County, New York",83045,9612
1400000US36081030902,36081030902,"Census Tract 309.02, Queens County, New York",46992,7347
1400000US36081030903,36081030903,"Census Tract 309.03, Queens County, New York",53007,3695
1400000US36081030904,36081030904,"Census Tract 309.04, Queens County, New York",55694,22900
1400000US36081031700,36081031700,"Census Tract 317, Queens County, New York",66982,13645
1400000US36081032000,36081032000,"Census Tract 320, Queens County, New York",71801,11136
1400000US36081032700,36081032700,"Census Tract 327, Queens County, New York",55901,10095
1400000US36081032800,36081032800,"Census Tract 328, Queens County, New York",62411,12887
1400000US36081032900,36081032900,"Census Tract 329, Queens County, New York",67009,5028
1400000US36081033000,36081033000,"Census Tract 330, Queens County, New York",75190,15621
1400000US36081033100,36081033100,"Census Tract 331, Queens County, New York",-,**
1400000US36081033401,36081033401,"Census Tract 334.01, Queens County, New York",66707,8224
1400000US36081033402,36081033402,"Census Tract 334.02, Queens County, New York",40736,6177
1400000US36081033700,36081033700,"Census Tract 337, Queens County, New York",45479,11556
1400000US36081033900,36081033900,"Census Tract 339, Queens County, New York",66875,14703
1400000US36081034700,36081034700,"Census Tract 347, Queens County, New York",48225,12459
1400000US36081035100,36081035100,"Census Tract 351, Queens County, New York",60625,5660
1400000US36081035200,36081035200,"Census Tract 352, Queens County, New York",71875,13368
1400000US36081035300,36081035300,"Census Tract 353, Queens County, New York",50273,9568
1400000US36081035700,36081035700,"Census Tract 357, Queens County, New York",44314,8217
1400000US36081035800,36081035800,"Census Tract 358, Queens County, New York",69844,11545
1400000US36081036100,36081036100,"Census Tract 361, Queens County, New York",45104,15457
1400000US36081036300,36081036300,"Census Tract 363, Queens County, New York",62821,20156
1400000US36081036500,36081036500,"Census Tract 365, Queens County, New York",62813,11277
1400000US36081036600,36081036600,"Census Tract 366, Queens County, New York",76027,18888
1400000US36081036700,36081036700,"Census Tract 367, Queens County, New York",60231,11227
1400000US36081036800,36081036800,"Census Tract 368, Queens County, New York",72900,9944
1400000US36081037100,36081037100,"Census Tract 371, Queens County, New York",55982,25252
1400000US36081037300,36081037300,"Census Tract 373, Queens County, New York",51912,12828
1400000US36081037500,36081037500,"Census Tract 375, Queens County, New York",45854,9080
1400000US36081037600,36081037600,"Census Tract 376, Queens County, New York",77165,7976
1400000US36081037700,36081037700,"Census Tract 377, Queens County, New York",39403,6518
1400000US36081037900,36081037900,"Census Tract 379, Queens County, New York",52711,5282
1400000US36081038100,36081038100,"Census Tract 381, Queens County, New York",48597,13658
1400000US36081038301,36081038301,"Census Tract 383.01, Queens County, New York",-,**
1400000US36081038302,36081038302,"Census Tract 383.02, Queens County, New York",-,**
1400000US36081038400,36081038400,"Census Tract 384, Queens County, New York",65721,9067
1400000US36081039400,36081039400,"Census Tract 394, Queens County, New York",57095,8019
1400000US36081039800,36081039800,"Census Tract 398, Queens County, New York",68523,21123
1400000US36081039900,36081039900,"Census Tract 399, Queens County, New York",40764,11435
1400000US36081040000,36081040000,"Census Tract 400, Queens County, New York",60438,22562
1400000US36081040100,36081040100,"Census Tract 401, Queens County, New York",46792,4803
1400000US36081040200,36081040200,"Census Tract 402, Queens County, New York",81705,13748
1400000US36081040300,36081040300,"Census Tract 403, Queens County, New York",48775,10102
1400000US36081040400,36081040400,"Census Tract 404, Queens County, New York",44280,7634
1400000US36081040500,36081040500,"Census Tract 405, Queens County, New York",44904,8296
1400000US36081040700,36081040700,"Census Tract 407, Queens County, New York",36807,11711
1400000US36081040900,36081040900,"Census Tract 409, Queens County, New York",46477,6916
1400000US36081041100,36081041100,"Census Tract 411, Queens County, New York",45833,13697
1400000US36081041300,36081041300,"Census Tract 413, Queens County, New York",52903,19403
1400000US36081041400,36081041400,"Census Tract 414, Queens County, New York",42379,10348
1400000US36081041500,36081041500,"Census Tract 415, Queens County, New York",39688,8410
1400000US36081042400,36081042400,"Census Tract 424, Queens County, New York",73542,31432
1400000US36081042600,36081042600,"Census Tract 426, Queens County, New York",-,**
1400000US36081042700,36081042700,"Census Tract 427, Queens County, New York",45417,6809
1400000US36081043200,36081043200,"Census Tract 432, Queens County, New York",93214,11315
1400000US36081043400,36081043400,"Census Tract 434, Queens County, New York",84617,14126
1400000US36081043701,36081043701,"Census Tract 437.01, Queens County, New York",47333,16571
1400000US36081043702,36081043702,"Census Tract 437.02, Queens County, New York",37411,9225
1400000US36081043900,36081043900,"Census Tract 439, Queens County, New York",40185,13411
1400000US36081044000,36081044000,"Census Tract 440, Queens County, New York",55203,8746
1400000US36081044301,36081044301,"Census Tract 443.01, Queens County, New York",20958,8055
1400000US36081044302,36081044302,"Census Tract 443.02, Queens County, New York",54057,12726
1400000US36081044400,36081044400,"Census Tract 444, Queens County, New York",25500,6684
1400000US36081044601,36081044601,"Census Tract 446.01, Queens County, New York",39632,8094
